av号,播放量,点赞数,评论数,硬币数,转发数,收藏,标题,标签
79494813,83619,5348,408,4949,1877,2893,【Dimsmary】等一下，你说你做了个啥？黑眼？！,科普 技术宅 好奇心计划 DIY 彩虹六号 野生技术协会 
77663412,3350266,163125,2581,107597,53661,84350,英语课表演赌怪“17张牌你能秒我”,斗地主 南师附中 生活 校园 赌怪 
79394195,64407,7100,319,5440,165,4762,你还在为唱不了周杰伦，林俊杰，华晨宇的歌而烦恼吗？两招解放你的喉咙，轻松翻唱他们的歌曲！,学唱歌 零基础 音乐 练声技巧 唱歌教学 声乐技巧 唱歌技巧 高音 杰森 换声点 
78311685,266659,361,227,15,11,290,鞠婧祎舞台上出意外，脸都白了还强装淡定，终于知道她有多敬业,明星 百万剪辑师挑战 美女 女神 鞠婧祎 SNH48鞠婧祎 
79198600,156159,14034,106,3820,446,918,【沙雕动画】小红的考试周，真实。,全能打卡挑战 考试 大学 动画短片 校园 考试周 考试月 沙雕动画 
79020946,12629,149,24,7,4,49,兰蔻196试色，是你缺的那根胡萝卜色,美妆 种草 口红 口红试色 
79155657,193696,16551,732,12250,3789,15629,【最新】【中英字幕】I Hate Hiphop--Tom MacDonald,原创歌曲 RAP 说唱 音乐 单曲 MV 原创曲 HIPHOP 嘻哈 TOM MACDONALD 
78644605,36854,40,1,8,10,26,清扫车变颜色 _ 最新学颜色儿歌童谣 _ 卡通 _ 动画 _ 小星星 _ Learn Chinese _ 宝宝巴士 _ BabyBus,童年回忆杀 教育 少儿 动画 童年 音乐 音乐选集 幼儿 儿歌 小星星 早教 
78896695,4247,74,21,32,18,21,PDD 卢本伟-哪吒之魔童降世,鬼畜 卢本伟 搞笑 PDD 
79398028,44517,5930,265,3828,477,2566,新手向 | 正确的化妆顺序是什么？包教包会！解决所有疑惑！,美妆 全能打卡挑战 彩妆 日常 时尚 化妆教程 化妆 美妆教程 妆容 分享 
79208869,4743,15,32,0,1,18,苹果手机如何使用自带长截图功能？,数码 苹果 IPHONE 手机 苹果手机 手机技巧 
76590678,23395,2198,205,1357,168,687,《面筋哥》大田後生仔    我已经不认识筋这个字了~,鬼畜 洗脑循环 人力VOCALOID 鬼畜调教 搞笑 烤面筋 面筋哥 
78102110,117428,13972,510,9014,677,5248,仙友自制剪辑版大仙新歌《复杂》MV,复杂 张大仙 自制 MV MV剪辑 音乐 
3327562,28453785,589244,68755,853425,367732,997094, 全明星Rap】黑喂狗！, 畜 伊丽莎白鼠 黑喂狗 RAP 鬼畜调教 
79227036,3582,165,38,59,15,47,【章鱼哥】下山,鬼畜 全能打卡挑战 音乐 新人都是怪物 海绵宝宝 自制 鬼畜调教 音MAD 蜜汁带感 章鱼哥 派大星 
79099294,65726,6028,352,3777,261,3561,用吉他还原《植物大战僵尸》的经典BGM  别忘了回去看看你的草坪！,演奏 bilibili音乐星计划 音乐 单机游戏 经典 纯音乐 植物大战僵尸 BGM PVZ 吉他 独奏 
79302436,189049,3290,200,423,22,1385,女主天生媚骨邪恶异常？！还和男主视频通话，直播第一案发现场？,动漫杂谈 搞笑 动漫恶搞 全能打卡挑战 自制 恶搞 正解的卡多 巴比伦 补番推荐 新番相关 新番杂谈 双木狗 
78859876,84166,348,63,14,20,24,到破甲骑士遇见万甲德鲁伊,桌游棋牌 电子竞技 炉石传说 新人 暴雪 德鲁伊 炉石传说视频 卡牌游戏 炉石传说 
79339449,59130,415,115,19,31,246,男子捡到一个极品丧尸美女做女朋友，说实话我也想捡一个,科幻 女神 丧尸 爱情 美女 
79524745,125725,2093,250,21,74,504,叶轻眉写给小竹竹的信，莫名宠溺,李沁 张若昀 叶轻眉 古装 CUT 佟梦实 
4606803,23309112,264988,25013,332307,201799,524061, 播真会玩鬼畜篇01：我是全英雄联盟最骚的骚猪!, 畜 主播真会玩 起小点 
79061818,186860,16058,661,7693,260,2332,【法医秦明】法医煮人体骨骼是为了？,法医秦明 涨姿势 科普 自制 法医 学这个有什么用 短视频 
79151601,96643,2335,97,279,84,2599,单论颜值之渣女的正确打开方式,明星 郑秀晶 裴珠泫 林珍娜 混剪 女神 剪辑 
79383721,16877,3056,350,1857,180,2683,【乐正绫/赤羽】赤伶+牵丝戏+叙世【戏腔三连】,国风音乐 SynthV VOCALOID bilibili音乐星计划 中国风 乐正绫 古风 VOCALOID中文曲 戏腔 虚拟歌手 赤羽 
79353761,262928,20743,839,12234,715,14066,ᴅɪ ᴅᴀ ᴅɪ,蒸汽波 MAD.AMV 冰菓 全能打卡挑战 AMV 千反田爱瑠 Vaporwave 
79020532,454686,933,297,30,75,412,淑怡的身高惊爆150,生活 记录 周淑怡 
77230510,195701,7905,1113,2913,636,3977,科幻概念片《零启动》 改编自王晋康小说《拉格朗日墓场》，时光矩阵国产科幻创作尝试,科幻 短片 CG 原创 动画 悬疑 郁刚 时光矩阵 王晋康 
79251377,524748,22826,1042,6118,2310,3472,回寝的诱惑之可以原谅,搞笑 恶搞 娱乐 全程高能 逗比 宿舍 搞笑视频 
79176304,53742,680,537,180,17,130,【业余毁三观】限古令下达这半年来让中国古装片一蹶不振了吗？不审核就能拍好片？,全能打卡挑战 从前有座灵剑山 电影 郭敬明 爵迹 庆余年 长安十二时辰 
79385707,360085,3684,2396,153,62,330,Doinb加入中国国籍有多难,电子竞技 英雄联盟 游戏赛事 央视 LPL LOL FPX DOINB 金咕咕 Doinb 
77302541,690259,46278,1818,37271,3665,35129,【被高音直击心灵是什么感觉？】女王本色嗓音绝美的Into the Unknown翻唱，Elsa也三连（Frozen 2）,翻唱 2019年度音乐UP主选拔 冰雪奇缘 FROZEN MV 自制 COVER 艾莎 Elsa 
79279786,170775,7060,455,1784,656,948,【Hamzy的今日份吃播】：蜂蜜炸鸡&amp;辣年糕～！这个组合有点棒哦～当然少不了快乐水了～！,美食 咀嚼音 吃货 料理 深夜食堂 美食圈 YOUTUBER 日常 MUKBANG Hamzy 
79528489,32768,3684,328,1250,632,2873,【博君一肖】迪奥先生,明星 博君一肖 肖战 王一博 迪奥先生 
78540186,184530,17636,1587,9041,332,9147,东方,东方 幻想万华镜 新人向 
79047518,32464,6976,429,4237,190,6520,【手书】她踏上了旅程,手书 漫画 原创动画 
79037267,27913,1896,311,1048,104,582,当故宫里响起BEATBOX——张泽&amp;MADTWINZ｜戴上耳机，beatbox是音乐，不是绝活！,原创歌曲 bilibili音乐星计划 故宫 张泽 bbox beatbox cnbeatbox MADTWINZ 
78856515,38330,4921,166,2233,83,10640,【手绘】十分钟告别鸡爪画法！！零基础手部教学干货！！！,绘画 教练我想学 零基础 教程 干货 手绘教程 绘画教程 
79256920,193229,6356,0,345,113,916,渔夫不认识毛主席，问：大兄弟，你老婆是干啥的呀？主席幽默笑答,中国 历史 毛主席 电视剧 影视剪影 影视剪辑 经典 国产 蒋介石 周恩来 
78113763,189290,5032,724,2461,548,1800,小米34寸带鱼屏显示器对比体验，不输三星和宏碁，看完就知道该买谁了！,30天vlog挑战 数码 装机 评测 小米 体验 显示器 外设 带鱼屏 144Hz 
77232544,2734761,150621,1925,92349,11851,109768,每天一遍，防止变老,MV 影视混剪 欧美MV 乐评盘点 德鲁大叔 电影 混剪 电影剪辑 篮球 欧文 音乐榜单资讯 
79167403,8113,73,21,10,17,61,Apple产品介绍 Mac Pro 产品生产过程 唯美震撼,数码 苹果 MAC 科技 APPLE 宣传片 游戏设备 
79555941,7777,309,262,296,16,199,别说我可以，是时候和你的教练说再见了！,瘦身塑形 我的学习日记 励志 健身 肌肉 肌肉男 健身教练 
79005696,63251,231,47,7,11,35,刷机后 苹果跑偏了,数码 苹果 手机 苹果手机 华强北 维修 手机维修 
79579639,222305,1648,521,56,885,380,来了来了，高达终于来了哈哈，还有澹洲的扎古...《庆余年》这剧有毒,庆余年 高达 李沁 电视剧 陈道明 范闲 
78607558,17169,2435,123,1552,89,1816,【鬼灭之刃/高燃/踩点】前方高能！！这TM才是登峰造极！！,MAD.AMV 百万剪辑师挑战 新人 MAD AMV 高燃 新人向 转场 踩点 鬼灭之刃 我妻善逸 
78718920,198530,457,200,22,165,58,刚结婚-老丈人给买的“保时捷卡宴”！拉上小姨子五分钟后的我发现不对？？？10落地就能买到保时捷？？,汽车 全能打卡挑战 卡宴 保时捷 富婆 众泰 保时泰 
70128360,3775366,134859,6864,100405,14624,57539,在伦敦火车站即兴演奏《钢铁洪流进行曲》钢琴版,演奏 钢铁洪流进行曲 即兴 钢琴 阅兵 李旭昊 国庆 
79575119,26581,1378,88,338,59,524,【小豆蔻×党妹】当汉服遇见Lolita‖不看后悔系列,服饰 LOLITA FASHION 古风 LOLITA 党妹 小豆蔻儿 
79597862,121932,7520,625,5776,1330,4526,【越哥】趁年轻，强烈建议看一看的爱情片，可能会改变你的爱情观！,影评 经典电影 电影剪辑 爱情电影 和莎莫的500天 马克·韦布 越哥说电影 
79589063,1477309,69834,3016,14602,3657,3929,抖音上很火的印度街头小吃真的那么黑暗吗？小伙一口下去差点吐了,吃播 美食 试吃 印度 印度小吃 
75773223,343172,3839,450,335,202,1343,惹老婆生气的下场,动漫杂谈 动画短片 原创动画 原创 推荐 剪辑 自制 综漫 梦塔 
77251149,576583,20396,354,6526,5209,8536,香港暴乱真相！,香港暴乱真相 止暴制乱 香港 
78011523,44517,4115,216,3273,307,1941,【小提琴】名侦探柯南主题曲 《如果有你在》【石川绫子】,演奏 石川绫子 名侦探柯南 小提琴演奏 如果有你在 
79549528,73242,6032,221,703,177,340,【主播说联播】“蛰伏”“超大”这两个词值得好好品一品,新闻联播 中国经济 经济 主播 央视新闻 
78698814,481417,9204,2853,1936,1773,1010,搞机零距离：Redmi K30体验 目前最高的120Hz手机刷新率,手机评测 数码 Redmi 红米 K30Pro K30 开箱 测评 VLOG 小米 手机 
79319512,4483,471,112,409,31,287,【恶贯满盈】零 零 后 的 思 想 世 界。,原创歌曲 bilibili音乐星计划 说唱 高中生 RAP 艺术 
77992753,1560562,20866,2630,2188,32975,16851,【尴尬现场】朱丹COSMO时尚盛典叫喊错艺人名字,明星 直播 搞笑 娱乐圈 尴尬 郭老师 
79311811,9567,108,25,15,7,107,2019年格莱美最佳新人英国当红歌手Dua Lipa &#x27;Be The One&#x27;,音乐现场 欧美音乐 全能打卡挑战 流行音乐 音乐 欧美 格莱美 欧美现场 DUALIPA 
79581638,152366,4956,572,727,316,1111,"成全网笑柄 重温国漫2.5分经典动画片,一部&quot;名垂千史”的[雷锋的故事]",动漫杂谈 影评 童年回忆杀 全能打卡挑战 动画电影 搞笑 动漫 童年 动画 国产动画 吐槽 影评杂谈 
79196281,70279,3325,334,421,52,1104,【2020国漫导航】国漫复苏，这次扬帆远航！,动漫杂谈 国产动画 国漫导航 动画杂谈 国漫崛起 国漫良心 国漫 新番导航 国漫杂谈 
79556334,107172,5581,762,4094,951,3326,2019全球总决赛 LPL官方纪录片《英雄，新生不息》,英雄联盟 电子竞技 纪录片 S9 
78441309,4635838,364938,8688,323222,101066,195591,【猛男舞团】新宝岛remix 宴 请 八 方【BML2019广州单品】,舞蹈 ICON-X bml 
78944013,4149,19,0,12,136,142,浪漫樱花完整版慢动作教学,30天vlog挑战 舞蹈 舞蹈教学 慢动作 动作分解 
69687888,168896,10945,799,8299,472,4534,我弹的《钟》,演奏 钢琴曲 古典音乐 音乐 独奏 钢琴演奏 钟 
78542695,171004,3362,237,1402,313,7316,【干货经验分享】我花半个月把闭口痘痘消灭了,美妆 护肤 祛痘 护肤品 教程 分享 闭口 干货 痘痘 粉刺 学生党 
79294010,153470,15179,656,7192,490,6612,【萧忆情】下山【接你们的安利，听一遍就爱了】,翻唱 萧忆情Alex 下山 
79338528,22181,271,154,164,58,539,红警2手机版,红警 红色警戒2 红色警戒 
78305629,2213407,48476,0,3663,6637,15327,攻击中国的心脏：天安门金水桥袭击事件背后的故事【英文纪录片大尺度披露故事②】,人文 中国 中国新疆反恐前沿 天安门 北京 新疆 美国 新疆反恐斗争 星海 纪录片 
77365043,2684083,605717,8825,852095,12251,185817,来自世界的温柔！豫章书院创作激励的捐款实录。,豫章书院 温柔JUNZ 温柔 正能量 温柔出品 你的名字 自制 创作激励 生活 生活记录 
71720990,81258,3361,2568,1309,181,3578,【阿圆美瞳试戴】天生阳光琥珀瞳！戴过最逼真的桥本环奈同款~,美妆 bilibili新星计划 护肤 美瞳 日常 化妆 彩妆 化妆教程 美瞳试戴 美瞳种草 
78985619,116700,4614,473,2717,114,6715,【绒樱子】❤️AIAIAI❤️虚拟小姐在看你！准备好接受我的降智打击了吗！,cosplay 宅舞 A.I.Channel 舞蹈 高跟鞋 可爱 COSPLAY 爱酱 人工智障 萌妹 绊爱 
79174054,113999,1655,118,172,306,798,【中字】J姐正式开始搬家啦！古驰香奈儿全都捐了 2019 Cleaning Out Our ENTIRE Messy House!,秀场 美妆 服饰 VLOG GUCCI YOUTUBE 搞笑 日常 香奈儿 美甲 JEFFREESTAR 美妆博主 J姐 
75913649,1118985,59932,1027,13404,3795,14671,体艺节唯一一个黑帮摇,舞蹈 JOJO的奇妙冒险 联合创作 原创编舞 JOJO 
79396521,2356962,274298,5686,300443,20949,82920,【罗汉鬼套路】 赛娜最骚套路 节食扒皮流,电子竞技 英雄联盟 罗汉鬼套路 节食流 扒皮流 罗汉解说 LOL 赛娜 
79078365,244343,2040,250,31,285,363,你永远无法知道猫爪碰过什么,萌宠 铲屎官 猫 可爱 动物圈 宠物 
79358733,13009,74,69,45,14,87,戴尔xps13 9350 i7 6560+3K触摸屏版黑苹果演示,数码 再见2019 笔记本 MAC 原创 演示 电脑 DELL 戴尔 黑苹果 
79376688,27937,969,93,423,32,1139,七分钟听完李遐怡名曲的Killing Part  每一首都是循环歌单,明星 YG 李夏怡 KOREA相关 现场 LEEHI 李遐怡 
79409839,287,20,5,15,7,9,【刺客伍六七】我连备胎都不是——我连想念都不配,B站方文山 鬼畜 音乐 葛平 鬼畜调教 治愈向 洗脑 灵魂歌手 UTAU 人力VOCALOID 催泪 
59032414,159674,4013,282,532,488,856,“和尚”专用手机！没想到还能玩王者荣耀,数码 创意 奇葩 测评 搞笑 安卓 手机 体验 捡垃圾 佛系 
79148637,209852,14371,797,8628,2113,5542,【灵魂解说/明日方舟】全球总决赛第一场！,搞笑 明日方舟 手机游戏 明日方舟·下城公路赛区 剪辑 自制 动画短片 脑洞 手游 游戏视频 
77205525,406352,2723,368,98,191,601,分析吃播主kate Yup被绑架发出求救信号传言！,吃播 人文 好奇心计划 奇闻 恐怖 国外 吃货 社会 原创 趣味科普人文 网红 
66240119,5165987,381079,5552,393643,55827,202395,【华农兄弟】一烤竹鼠我就口水直流【芒种】,鬼畜 华农兄弟 芒种 人力VOCALOID 
79604832,92289,7931,315,710,170,952,耿爽年终总结：很忙！“顶流”国民男神同框发糖,星海 吴谦 外交 中国 解放军 国防 男神 部队 军人 网红 耿爽 
78740802,124735,16372,944,22722,198,2182,36岁患肺癌崩溃，山穷水尽，母亲照顾百病缠身的父亲突然又中风,生活 健康 癌症 VLOG 生活记录 自制 记录 
77885604,733853,8953,1040,752,4950,5925,「2019」奥斯卡年度恐怖恶作剧奖？5个差点吓傻路人的惊悚片段,搞笑 整蛊 恶搞 恐怖 高能 惊悚 
79274787,8431,460,72,36,9,77,拼多多1元包邮手环上手体验！真的是爽到不行（,数码 全能打卡挑战 日常 测评 学习 体验 演示 手机 电子书 图拉丁 
76752791,100017,4554,136,948,115,476,【沙雕动画】冰箱不制冷怎么办？,动漫恶搞 搞笑 动漫杂谈 村口集合挑战 原创动画 恶搞 吐槽 全员恶人 调情 沙雕动画 
71601833,5364375,266285,2194,185857,32223,143897,我琢磨了两个半月 最终发现了《哪吒之魔童降世》的正确打开方式,哪吒之魔童降世 国漫良心 国产良心 哪吒 国产 动画 动漫 国产动画 国漫 
79243696,24184,941,99,265,34,1817,【聆风】First Kiss♥小猫咪的初吻可不是给你的哟,宅舞 舞蹈 全能打卡挑战 文艺复兴 双马尾 猫耳 裸足 九色杯 
77487829,24574,815,204,273,21,274,小伙不花钱DIY一台ipod，究竟是如何完成的，学完你也可以,数码 平板 技术宅 苹果 DIY 安卓 体验 手机 游戏机 IPOD 
77164742,324755,8365,1346,2934,1448,1404,叹为观止！AMD彻底制霸高端：64核128线程3990X明年上市，三代锐龙线程撕裂者改写桌面平台史,数码 全能打卡挑战 处理器 CPU 装机 科普 AMD 硬件 电脑 蒸汽火鸡 锐龙 
76037723,145184,571,447,9,9,110,刚发布不久的新机，就开始降价，8G+128G+屏下指纹，仅1399元,数码 华为 魅族 小米 手机 苹果手机 VIVO 国产手机 三星手机 oppo 全面屏 
77754245,1025496,69952,2069,58188,3786,47195,最华丽变身曲！女王本色绝美翻唱高音炸裂的Show Yourself （Frozen 2冰雪奇缘2）,欧美音乐 翻唱 bilibili音乐星计划 冰雪奇缘 女声 艾莎 欧美 音乐 FROZEN 流行 
79253627,522285,24613,494,2085,3787,8614,20万的声音，我.....,搞笑 恶搞 娱乐 奇葩 沙雕 
78020444,8334,411,53,110,41,89,风云之孙笑川VS卢本伟,鬼畜 孙笑川 带带大师兄 全能打卡挑战 鬼畜调教 
79583914,9984,1348,72,329,20,139,BIRD BOX-鹦鹉造型创意妆容视频【NikkieTutorials】,美妆 双十二圣诞限定主题 化妆教程 时尚 YOUTUBE 美妆博主 NETFLIX 化妆技巧 NikkieTutorials 
79391324,86900,5681,353,3299,469,1815,【孙子团】腹肌炸裂全女生版Obsession-EXO新曲翻跳,舞蹈 明星 明星舞蹈 金钟仁 EXO 吴世勋 KPOP KOREA相关 朴灿烈 韩舞翻跳 520舞室 全能打卡挑战 成都舞团 
79491673,44686,1098,149,135,362,405,JK要从小培养,服饰 女装 日常 服装搭配 日系 种草 时尚 jk 中牌制服馆 
79330625,273686,24703,1072,4018,888,1952,【新闻周刊】白岩松说李子柒这样的网红太少了,李子柒 白岩松 新闻 央视新闻 新闻周刊 CCTV 
76524390,3824544,472935,9019,416451,62805,235741,中国人唱给美国的魔性RAP,原创歌曲 中国 洗脑 美国 说唱 搞笑 RAP 
79628713,134205,18839,664,4830,125,4906,【嫂】年度分享｜从贫民窟到伪贵妇，我都买了些啥包？,服饰 30天vlog挑战 包包 搭配 时尚 测评 种草 吐槽 奢侈品 学生党 分享 
78930477,346093,16106,0,1101,801,3436,蝌蚪变青蛙的全过程 ,人文 自然 青蛙 
76319561,379498,17848,796,1805,1436,1264,【沙雕动画】当代男生恋爱现状（超真实）,全能打卡挑战 直男 约会 动画短片 自制 恋爱不如打游戏 熊猫人 沙雕动画 
79508033,34921,4877,172,1929,75,439,【达尼】YO~大家好，今天教大家一个超简单的二胡的声音！相信你们一定可以学会的！,bilibili音乐星计划 BBOX DHARNI 
79393932,4424,182,73,93,9,229,【JK制服】从夏天到秋天的搭配｜校供感|轻松混入地球人|中牌优马月野日制,服饰 日系 JK制服 服装搭配 种草 购物分享 
76523438,160342,8380,218,1769,466,865,【沙雕动画】师傅，我想纹个精忠报国,动漫杂谈 搞笑 动漫恶搞 全能打卡挑战 恶搞 吐槽 全员恶人 沙雕动画 
78516110,10870,21,0,4,113,184,圣诞晚会舞蹈节目推荐 简单易学Zumba舞《my only wish》青岛尊巴舞 青岛舞蹈 圣诞节年会舞蹈,舞蹈 圣诞晚会舞蹈 尊巴 zumba 青岛舞蹈 青岛年会舞蹈 
79303925,28671,3587,735,3884,1065,3531,【张颜齐】191214 R1SE巡演重庆场Save Me Now完整版,明星 张颜齐 R1SE 
79463104,24698,885,142,639,83,1497,【黄美英Tiffany】191216 MBC《人类纪录》全场中字,明星 娱乐 黄美英 黄美英Tiffany 纪录片 Tiffany Young 
78701346,126907,11545,609,11598,1719,10227,《好想爱这个世界啊》+《曾经我也想过一了百了》钢琴即兴版（Cover.华晨宇&amp;中岛美嘉）,演奏 华晨宇 钢琴 中岛美嘉 音乐 钢琴演奏 bilibili音乐星计划 翻弹 即兴 独奏 
79565260,11164,977,177,860,39,346,【灭绝事件】05.白垩纪末大灭绝-天降神罚,科普 好奇心计划 恐龙 侏罗纪 古生物 白垩纪 鸟 陨石 大灭绝 中生代 
78050712,333865,22492,1353,16592,931,7969,魔兽世界《亡灵序曲（The Dawn)》，那些年你是为了部落or联盟？,网络游戏 演奏 bilibili音乐星计划 诉爷 魔兽世界 THEDAWN 亡灵序曲 
76372239,396792,10502,836,1924,1730,6631,好听到爆！周冬雨 、易烊千玺、刘昊然......共同献唱《星辰大海》,音乐现场 易烊千玺 金鸡百花电影节 周冬雨 刘昊然 明星 
77539084,84240,5725,835,3483,252,1804,【诉爷】《牢不可破的联盟》,演奏 bilibili音乐星计划 诉爷 苏联歌曲 牢不可破的联盟 
79075574,811803,40539,2023,11579,487,5509,在游戏中碰到香港废青并将其打到自闭,单机游戏 全能打卡挑战 黑色行动 游戏视频 单机 使命召唤 COD 单机联机 废青 
79117431,276108,19081,642,12734,1061,28340,10年眼镜妹的逆袭！3招告别死鱼眼 近视眼也能炯炯有神,美妆 保护视力 教程 眼睛 近视 学生党 养生党 
77330070,27454,1071,209,668,59,1614,【米米】万能烟熏妆公式！秋冬季节不能错过的眼妆教程！,美妆 全能打卡挑战 彩妆 化妆教程 美妆教程 欧美妆 新手眼妆技巧 烟熏妆 眼妆教程 稚优泉 
76088106,1719057,85548,9250,27521,40154,83643,华晨宇写给抑郁症的歌《好想爱这个世界啊》官方视频出炉,音乐现场 华晨宇 花花 抑郁症 华语现场 现场 
79336671,35292,792,109,379,25,250,不是iPhone11？为什么我认为AirPods Pro是19年苹果最佳产品？,数码 再见2019 苹果 耳机 APPLE 手机 AirPods Pro 苹果手机 降噪豆 iPhone11 
79183271,330303,30515,877,22434,612,9596,【散人】i wanna乱入极难恶魔城 噩梦爬塔gogogo,逍遥散人 坑爹 散人 游戏练级挑战 IWBTG 超难 恶魔城 
76589478,114012,1023,691,376,106,169,实锤揭秘lol卡尔直播内录，卡尔究竟是十排创始人吗？,英雄联盟 电子竞技 游戏视频 直播 LOL 娱乐 卡尔 直播录像 
79294233,103752,11199,1240,9141,975,4352,【崩坏3】2017至2019真实写照，看看是你吗（滑稽）,手机游戏 崩坏3 搞笑 崩坏3rd 强势女武神 三周年 女武神 情怀 2017 2019 泪目 
78269909,156613,6916,220,416,51,913,【伍六七】告诉你普通玩家和氪金玩家的区别,动画 搞笑 剪辑 国漫 伍六七 
79235077,1270861,81561,3287,44611,2546,18047,我搬家了！住进价值2000万的上海别墅有多香？！,vlog 租房 别墅 日常 生活记录 生活 泛式 搬家 分享 宠物 
79455556,101667,247,31,9,25,78,玄彬羞涩给妻买内衣，却买大了,玄彬 韩剧 爱的迫降 孙艺珍 
79626589,53841,7451,428,7754,713,6285,日本动画最燃作画的缔造者——吉成曜作画MAD,MAD.AMV 吉成曜 斩服少女 TRIGGER 作画 飞跃巅峰 魔力女管家 FLCL MAD 天元突破 GAINAX 
79423947,14866,347,126,186,13,240,华为Matepad Pro 开箱 安装谷歌套件后真香？能否让它成为生产力？How dare you?,数码 GOOGLE 华为 评测 平板 Matepad 
79153532,174188,1691,1353,479,318,777,管你寄居蟹人格还是PUA，都给滚,好奇心计划 日常 精神控制 pua 女生注意 
69932339,262930,12150,542,2887,508,7763,阳光下的芭蕾,舞蹈 芭蕾 
79063669,395193,785,198,23,109,160,庆余年28、29集最全预告  范闲吐血 箱子打开箱子 读叶轻眉写的信  王启年见陈萍萍 林婉儿范闲见太后（第一个视频是藏在花絮里的预告）,预告片 张若昀 电视剧 预告 庆余年 国产剧 
48986008,1727425,67634,7495,34611,4425,33351,道德绑架，恶意孤立，无良记者！这部国产儿童美食动画电影竟暗讽现实《大耳朵图图之美食狂想曲》【国动手账本】,动漫杂谈 童年回忆杀 大耳朵图图之美食狂想曲 上海美术电影制片厂 国产动画 童年回忆 童年 杂谈 国动 
77380409,344934,12648,913,4860,3685,2988,男生穿女装约网友去网咖，网管看到身份证之后....,电子竞技 英雄联盟 美妆 时尚 VLOG 男扮女装 骗子 种草 吐槽 网恋 女装大佬 
77721245,5901,429,64,277,23,91,【面筋哥】面筋后生仔,搞笑 鬼畜 恶搞 洗脑循环 鬼畜调教 大田后生仔 面筋 吟游诗人 烤面筋 面筋哥 程书林 
10659559,7751526,74688,21629,51858,85484,529190,10分钟超燃脂HIIT有氧运动（不伤膝盖）比跑步郑多燕更有效减肥瘦身！【周六野Zoey】,瘦身塑形 HIIT入门 不伤膝盖的运动 减肥燃脂运动 健身教程 马甲线 在家运动 有氧运动 迅速减肥 瘦全身 瘦腰瘦肚子 
36945064,9320897,316377,25228,110053,148084,270978,就是他！让网易云评论区全是卧槽的人！,音乐现场 翻唱 卧槽 天使吻过 原唱终结者 开口跪 凉凉 搬运 男声 网易云音乐 演唱会 
78426746,5674,62,9,19,13,26,【杰尼龟】乱世巨星 龟语八级,童年回忆杀 鬼畜 鬼畜调教 神奇宝贝 童年 乱世巨星 杰尼龟 
79263027,70653,426,319,14,12,71,“命运凄惨”的骁龙855手机，如今8+128GB仅1560元，还值得入手？,数码 联想 手机 骁龙855 
79221195,1591,78,24,18,6,121,【筱】最初 单人初投稿,舞蹈 宅舞 宅舞翻跳 翻跳 新人向 
76396933,1019021,30306,1010,4314,286,2585,当中国玩家连续狙死同一个老外6次后，他终于忍不住骂娘了，笑死我辣,单机游戏 实况 红色管弦乐队2 PLA FPS 中国 解放军 老外 单机联机 第一人称射击游戏 
76405223,1556384,90338,2739,32779,1486,6459,【新闻联播】给我硬核打广告了！,综艺 CCTV 央视 新闻联播 
79104579,27655,3569,232,2237,188,1483,再见2019 烦恼说再见吧,鬼畜 全能打卡挑战 海绵宝宝 再见2019年 派大星 勾指起誓 
79326742,140198,2280,386,138,80,1016,【刀剑神域】桐人各个时期战斗力排行,盘点排行 刀剑神域 桐人 桐谷和人 排行 
79151678,782098,67989,3445,80356,16464,27195,你现在跑也来不及了【水无月菌】,实况攻略 桌游棋牌 阴阳师百闻牌 百闻牌 实况解说 阴阳师 娱乐 
77515727,181027,9874,842,1516,818,2106,盘点我的女装汉服合集,中国华服日 服饰 汉服 年度红黑盛典 时尚 
79185450,109844,1628,311,133,73,403,炖肉时，汤表面的絮状物是精华还是脏东西？涨知识了！,趣闻 食物 饮食 冷知识 趣味科普人文 涨知识 猪肉 
77205986,954676,28932,367,3374,1217,3262,香港如今怎样？CGTN 主播刘欣带你现场探访,央视主播 修例风波 香港 
77392454,219458,29820,764,17591,3281,25128,富冈义勇想要变得可爱（未完成，义炭擦边警告）,义炭 鬼灭之刃 富冈义勇 沙雕 想要变得可爱 描改 
79268838,9642,545,51,115,13,348,cos假发贴发+烫卷思路分享【Tony翻车啦——】,美妆 COS教程 COSPLAY 假发 
79395091,102188,2974,396,2712,3155,7265,20考研肖秀荣政治终极密押点题班,教育 政治 考研 肖秀荣 考研政治 押题 
79468179,1061374,34930,1658,5182,407,4456,【世界禁地】地球上被禁止访问的三大地方,全能打卡挑战 
79189004,263574,11713,569,7855,1316,12608,【每天一遍，拒绝安逸】你只是看起来很努力【我的团长我的团】【士兵突击】,百万剪辑师挑战 段奕宏 孟烦了 张译 死啦死啦 许三多 张国强 王宝强 兽医 不辣 
79441255,210,11,1,2,5,10,【卢本伟】55开打针曝光视频,搞笑 鬼畜 全能打卡挑战 鬼畜调教 五五开 卢本伟 恶搞 卢本伟牛逼 
78539228,1994692,271622,5184,224911,12788,72751,【朱广权新Rap】央 视 新 闻 来 B 站 了！,央视 朱广权 
77603620,8453,978,126,134,6,437,抖音发不了，投b站啦,手机游戏 第五人格 新人 抖音 杰佣 
79192910,63182,1082,31,540,39,219,RM 版抖肩神曲！《Coincidance》每天亿遍防止抑郁！,综艺 全能打卡挑战 刘在石 金钟国 李光洙 宋智孝 姜Gary HAHA 李先彬 抖肩舞 全邵敏 
